Transaction_ID,Date,Region,City,Product,Channel,Units_Sold,Unit_Price,Revenue,Total_Cost,Profit,Cost_per_Unit_costing,Packaging_Cost,Distribution_Cost,Marketing_Spend,Warehouse_ID,Opening_Stock,Units_Produced,Units_Sold_inventory,Closing_Stock
T00372,03-01-2023,Upper Bavaria,Bamberg,Pepsi,Online,8939,0.85,7611.83,5899.74,1712.09,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00373,03-01-2023,Upper Bavaria,Passau,Club-Mate,Retail,3447,1.46,5028.89,3619.35,1409.54,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00373,03-01-2023,Upper Bavaria,Passau,Club-Mate,Retail,3447,1.46,5028.89,3619.35,1409.54,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00374,03-01-2023,Upper Bavaria,Passau,Club-Mate,Supermarket,6899,1.33,9149.98,7243.95,1906.03,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00374,03-01-2023,Upper Bavaria,Passau,Club-Mate,Supermarket,6899,1.33,9149.98,7243.95,1906.03,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00375,03-01-2023,Upper Bavaria,Passau,Club-Mate,Club/Bar,2839,1.25,3545.48,2980.95,564.53,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00375,03-01-2023,Upper Bavaria,Passau,Club-Mate,Club/Bar,2839,1.25,3545.48,2980.95,564.53,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00376,03-01-2023,Upper Bavaria,Passau,Club-Mate,Online,5311,1.21,6447.61,5576.55,871.06,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00376,03-01-2023,Upper Bavaria,Passau,Club-Mate,Online,5311,1.21,6447.61,5576.55,871.06,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00377,03-01-2023,Upper Bavaria,Passau,Coca-Cola,Retail,16647,0.86,14342.98,11985.84,2357.14,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00378,03-01-2023,Upper Bavaria,Passau,Coca-Cola,Supermarket,14898,1.18,17529.35,10726.56,6802.79,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00379,03-01-2023,Upper Bavaria,Passau,Coca-Cola,Club/Bar,13522,1.09,14765.08,9735.84,5029.24,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00380,03-01-2023,Upper Bavaria,Passau,Coca-Cola,Online,19266,0.83,15934.68,13871.52,2063.16,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00381,03-01-2023,Upper Bavaria,Passau,Pepsi,Retail,17404,0.82,14342.21,11486.64,2855.57,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00382,03-01-2023,Upper Bavaria,Passau,Pepsi,Supermarket,10240,0.99,10141.57,6758.4,3383.17,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00383,03-01-2023,Upper Bavaria,Passau,Pepsi,Club/Bar,13830,0.91,12558.31,9127.8,3430.51,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00384,03-01-2023,Upper Bavaria,Passau,Pepsi,Online,13010,1.2,15605.13,8586.6,7018.53,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00385,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Retail,3140,1.35,4230.43,3297,933.43,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00385,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Retail,3140,1.35,4230.43,3297,933.43,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00386,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Supermarket,2863,1.44,4130.32,3006.15,1124.17,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00386,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Supermarket,2863,1.44,4130.32,3006.15,1124.17,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00387,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Club/Bar,6279,1.36,8523.25,6592.95,1930.3,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00387,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Club/Bar,6279,1.36,8523.25,6592.95,1930.3,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00388,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Online,4355,1.27,5542.17,4572.75,969.42,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00388,03-01-2023,Upper Franconia,Rosenheim,Club-Mate,Online,4355,1.27,5542.17,4572.75,969.42,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00389,03-01-2023,Upper Franconia,Rosenheim,Coca-Cola,Retail,11227,0.98,11047.14,8083.44,2963.7,0.6,0.08,0.04,0.1,,,,,
T00390,03-01-2023,Upper Franconia,Rosenheim,Coca-Cola,Supermarket,19541,0.86,16852.03,14069.52,2782.51,0.6,0.08,0.04,0.1,,,,,
T00391,03-01-2023,Upper Franconia,Rosenheim,Coca-Cola,Club/Bar,16522,1.06,17468.53,11895.84,5572.69,0.6,0.08,0.04,0.1,,,,,
T00392,03-01-2023,Upper Franconia,Rosenheim,Coca-Cola,Online,18333,1.02,18773.71,13199.76,5573.95,0.6,0.08,0.04,0.1,,,,,
T00393,03-01-2023,Upper Franconia,Rosenheim,Pepsi,Retail,12705,1.08,13673.25,8385.3,5287.95,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00394,03-01-2023,Upper Franconia,Rosenheim,Pepsi,Supermarket,9972,1.19,11909.86,6581.52,5328.34,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00395,03-01-2023,Upper Franconia,Rosenheim,Pepsi,Club/Bar,15546,1.15,17938.37,10260.36,7678.01,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00396,03-01-2023,Upper Franconia,Rosenheim,Pepsi,Online,16598,1.15,19071.55,10954.68,8116.87,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00397,04-01-2023,Lower Bavaria,Munich,Club-Mate,Retail,6883,1.31,9030.58,7227.15,1803.43,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00398,04-01-2023,Lower Bavaria,Munich,Club-Mate,Supermarket,2148,1.24,2660.49,2255.4,405.09,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00399,04-01-2023,Lower Bavaria,Munich,Club-Mate,Club/Bar,4880,1.23,6001.31,5124,877.31,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00400,04-01-2023,Lower Bavaria,Munich,Club-Mate,Online,4722,1.38,6531.8,4958.1,1573.7,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00401,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Retail,13758,1.16,15944.2,9905.76,6038.44,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00401,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Retail,13758,1.16,15944.2,9905.76,6038.44,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00402,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Supermarket,16837,1.1,18462.87,12122.64,6340.23,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00402,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Supermarket,16837,1.1,18462.87,12122.64,6340.23,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00403,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Club/Bar,14426,0.85,12289.11,10386.72,1902.39,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00403,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Club/Bar,14426,0.85,12289.11,10386.72,1902.39,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00404,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Online,12703,1.01,12846.48,9146.16,3700.32,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00404,04-01-2023,Lower Bavaria,Munich,Coca-Cola,Online,12703,1.01,12846.48,9146.16,3700.32,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00405,04-01-2023,Lower Bavaria,Munich,Pepsi,Retail,18014,0.95,17095.3,11889.24,5206.06,0.55,0.07,0.04,0.09,,,,,
T00406,04-01-2023,Lower Bavaria,Munich,Pepsi,Supermarket,15105,1.12,16986.73,9969.3,7017.43,0.55,0.07,0.04,0.09,,,,,
T00407,04-01-2023,Lower Bavaria,Munich,Pepsi,Club/Bar,11418,0.89,10174.23,7535.88,2638.35,0.55,0.07,0.04,0.09,,,,,
T00408,04-01-2023,Lower Bavaria,Munich,Pepsi,Online,15813,1.09,17298.11,10436.58,6861.53,0.55,0.07,0.04,0.09,,,,,
T00409,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Retail,4594,1.47,6738.8,4823.7,1915.1,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00409,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Retail,4594,1.47,6738.8,4823.7,1915.1,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00410,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Supermarket,4689,1.39,6530.1,4923.45,1606.65,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00410,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Supermarket,4689,1.39,6530.1,4923.45,1606.65,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00411,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Club/Bar,3104,1.41,4376.51,3259.2,1117.31,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00411,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Club/Bar,3104,1.41,4376.51,3259.2,1117.31,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00412,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Online,4911,1.33,6515.87,5156.55,1359.32,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00412,04-01-2023,Upper Franconia,Nuremberg,Club-Mate,Online,4911,1.33,6515.87,5156.55,1359.32,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00413,04-01-2023,Upper Franconia,Nuremberg,Coca-Cola,Retail,11611,1.03,11984.36,8359.92,3624.44,0.6,0.08,0.04,0.1,,,,,
T00414,04-01-2023,Upper Franconia,Nuremberg,Coca-Cola,Supermarket,11502,1.18,13604.55,8281.44,5323.11,0.6,0.08,0.04,0.1,,,,,
T00415,04-01-2023,Upper Franconia,Nuremberg,Coca-Cola,Club/Bar,15592,1.01,15796.32,11226.24,4570.08,0.6,0.08,0.04,0.1,,,,,
T00416,04-01-2023,Upper Franconia,Nuremberg,Coca-Cola,Online,16030,1.18,18975.58,11541.6,7433.98,0.6,0.08,0.04,0.1,,,,,
T00417,04-01-2023,Upper Franconia,Nuremberg,Pepsi,Retail,12146,1.18,14357.34,8016.36,6340.98,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00418,04-01-2023,Upper Franconia,Nuremberg,Pepsi,Supermarket,11582,0.81,9381.25,7644.12,1737.13,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00419,04-01-2023,Upper Franconia,Nuremberg,Pepsi,Club/Bar,8347,0.82,6813.35,5509.02,1304.33,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00420,04-01-2023,Upper Franconia,Nuremberg,Pepsi,Online,11287,0.87,9850.54,7449.42,2401.12,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00421,04-01-2023,Franconia,Augsburg,Club-Mate,Retail,5312,1.47,7804.38,5577.6,2226.78,0.9,0.1,0.05,0.02,,,,,
T00422,04-01-2023,Franconia,Augsburg,Club-Mate,Supermarket,5250,1.5,7861.13,5512.5,2348.63,0.9,0.1,0.05,0.02,,,,,
T00423,04-01-2023,Franconia,Augsburg,Club-Mate,Club/Bar,3889,1.34,5205.75,4083.45,1122.3,0.9,0.1,0.05,0.02,,,,,
T00424,04-01-2023,Franconia,Augsburg,Club-Mate,Online,3562,1.28,4551.72,3740.1,811.62,0.9,0.1,0.05,0.02,,,,,
T00425,04-01-2023,Franconia,Augsburg,Coca-Cola,Retail,17773,1.11,19808.54,12796.56,7011.98,0.6,0.08,0.04,0.1,,,,,
T00426,04-01-2023,Franconia,Augsburg,Coca-Cola,Supermarket,16765,1.14,19190.72,12070.8,7119.92,0.6,0.08,0.04,0.1,,,,,
T00427,04-01-2023,Franconia,Augsburg,Coca-Cola,Club/Bar,11853,1.14,13549.42,8534.16,5015.26,0.6,0.08,0.04,0.1,,,,,
T00428,04-01-2023,Franconia,Augsburg,Coca-Cola,Online,16933,1.14,19304.6,12191.76,7112.84,0.6,0.08,0.04,0.1,,,,,
T00429,04-01-2023,Franconia,Augsburg,Pepsi,Retail,16132,0.97,15645.46,10647.12,4998.34,0.55,0.07,0.04,0.09,,,,,
T00430,04-01-2023,Franconia,Augsburg,Pepsi,Supermarket,14145,1.08,15311.79,9335.7,5976.09,0.55,0.07,0.04,0.09,,,,,
T00431,04-01-2023,Franconia,Augsburg,Pepsi,Club/Bar,18058,1.16,20956.97,11918.28,9038.69,0.55,0.07,0.04,0.09,,,,,
T00432,04-01-2023,Franconia,Augsburg,Pepsi,Online,19286,1.06,20449.78,12728.76,7721.02,0.55,0.07,0.04,0.09,,,,,
T00433,04-01-2023,Franconia,Regensburg,Club-Mate,Retail,3756,1.39,5232.61,3943.8,1288.81,0.9,0.1,0.05,0.02,,,,,
T00434,04-01-2023,Franconia,Regensburg,Club-Mate,Supermarket,4566,1.24,5669.92,4794.3,875.62,0.9,0.1,0.05,0.02,,,,,
T00435,04-01-2023,Franconia,Regensburg,Club-Mate,Club/Bar,4931,1.32,6487.79,5177.55,1310.24,0.9,0.1,0.05,0.02,,,,,
T00436,04-01-2023,Franconia,Regensburg,Club-Mate,Online,4369,1.47,6404.92,4587.45,1817.47,0.9,0.1,0.05,0.02,,,,,
T00437,04-01-2023,Franconia,Regensburg,Coca-Cola,Retail,9398,0.88,8231.63,6766.56,1465.07,0.6,0.08,0.04,0.1,,,,,
T00438,04-01-2023,Franconia,Regensburg,Coca-Cola,Supermarket,18227,0.95,17308.66,13123.44,4185.22,0.6,0.08,0.04,0.1,,,,,
T00439,04-01-2023,Franconia,Regensburg,Coca-Cola,Club/Bar,9623,1.19,11464.16,6928.56,4535.6,0.6,0.08,0.04,0.1,,,,,
T00440,04-01-2023,Franconia,Regensburg,Coca-Cola,Online,8629,0.93,8040.9,6212.88,1828.02,0.6,0.08,0.04,0.1,,,,,
T00441,04-01-2023,Franconia,Regensburg,Pepsi,Retail,15166,0.88,13386.35,10009.56,3376.79,0.55,0.07,0.04,0.09,,,,,
T00442,04-01-2023,Franconia,Regensburg,Pepsi,Supermarket,13789,1.04,14339.53,9100.74,5238.79,0.55,0.07,0.04,0.09,,,,,
T00443,04-01-2023,Franconia,Regensburg,Pepsi,Club/Bar,11046,1.14,12626.36,7290.36,5336,0.55,0.07,0.04,0.09,,,,,
T00444,04-01-2023,Franconia,Regensburg,Pepsi,Online,10805,0.99,10687.32,7131.3,3556.02,0.55,0.07,0.04,0.09,,,,,
T00445,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Retail,3616,1.39,5016.98,3796.8,1220.18,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00445,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Retail,3616,1.39,5016.98,3796.8,1220.18,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00446,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Supermarket,3848,1.29,4949.84,4040.4,909.44,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00446,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Supermarket,3848,1.29,4949.84,4040.4,909.44,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00447,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Club/Bar,5564,1.45,8093.2,5842.2,2251,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00447,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Club/Bar,5564,1.45,8093.2,5842.2,2251,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00448,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Online,4223,1.49,6295.17,4434.15,1861.02,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00448,04-01-2023,Upper Bavaria,Würzburg,Club-Mate,Online,4223,1.49,6295.17,4434.15,1861.02,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00449,04-01-2023,Upper Bavaria,Würzburg,Coca-Cola,Retail,15120,0.87,13202.43,10886.4,2316.03,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00450,04-01-2023,Upper Bavaria,Würzburg,Coca-Cola,Supermarket,10582,0.9,9574.98,7619.04,1955.94,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00451,04-01-2023,Upper Bavaria,Würzburg,Coca-Cola,Club/Bar,19821,1.15,22864.82,14271.12,8593.7,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00452,04-01-2023,Upper Bavaria,Würzburg,Coca-Cola,Online,14766,1.19,17541.92,10631.52,6910.4,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00453,04-01-2023,Upper Bavaria,Würzburg,Pepsi,Retail,11432,1.08,12308.47,7545.12,4763.35,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00454,04-01-2023,Upper Bavaria,Würzburg,Pepsi,Supermarket,14694,0.84,12356.32,9698.04,2658.28,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00455,04-01-2023,Upper Bavaria,Würzburg,Pepsi,Club/Bar,8321,1.05,8701.22,5491.86,3209.36,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00456,04-01-2023,Upper Bavaria,Würzburg,Pepsi,Online,12867,1.05,13487.01,8492.22,4994.79,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00457,04-01-2023,Upper Palatinate,Ingolstadt,Club-Mate,Retail,5583,1.35,7541.76,5862.15,1679.61,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00458,04-01-2023,Upper Palatinate,Ingolstadt,Club-Mate,Supermarket,3106,1.5,4658.52,3261.3,1397.22,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00459,04-01-2023,Upper Palatinate,Ingolstadt,Club-Mate,Club/Bar,4915,1.28,6296.63,5160.75,1135.88,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00460,04-01-2023,Upper Palatinate,Ingolstadt,Club-Mate,Online,3507,1.26,4409.7,3682.35,727.35,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00461,04-01-2023,Upper Palatinate,Ingolstadt,Coca-Cola,Retail,12460,0.87,10830.39,8971.2,1859.19,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00462,04-01-2023,Upper Palatinate,Ingolstadt,Coca-Cola,Supermarket,12801,0.92,11835.41,9216.72,2618.69,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00463,04-01-2023,Upper Palatinate,Ingolstadt,Coca-Cola,Club/Bar,15431,0.99,15299.07,11110.32,4188.75,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00464,04-01-2023,Upper Palatinate,Ingolstadt,Coca-Cola,Online,19781,1.08,21312.73,14242.32,7070.41,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00465,04-01-2023,Upper Palatinate,Ingolstadt,Pepsi,Retail,14120,0.84,11827.39,9319.2,2508.19,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00466,04-01-2023,Upper Palatinate,Ingolstadt,Pepsi,Supermarket,9868,0.98,9688.22,6512.88,3175.34,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00467,04-01-2023,Upper Palatinate,Ingolstadt,Pepsi,Club/Bar,9079,1.13,10240.42,5992.14,4248.28,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00468,04-01-2023,Upper Palatinate,Ingolstadt,Pepsi,Online,11708,0.99,11560.57,7727.28,3833.29,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00469,04-01-2023,Lower Franconia,Erlangen,Club-Mate,Retail,3614,1.47,5327.09,3794.7,1532.39,0.9,0.1,0.05,0.02,,,,,
T00470,04-01-2023,Lower Franconia,Erlangen,Club-Mate,Supermarket,6564,1.35,8834.31,6892.2,1942.11,0.9,0.1,0.05,0.02,,,,,
T00471,04-01-2023,Lower Franconia,Erlangen,Club-Mate,Club/Bar,4343,1.44,6248.38,4560.15,1688.23,0.9,0.1,0.05,0.02,,,,,
T00472,04-01-2023,Lower Franconia,Erlangen,Club-Mate,Online,5790,1.34,7733.51,6079.5,1654.01,0.9,0.1,0.05,0.02,,,,,
T00473,04-01-2023,Lower Franconia,Erlangen,Coca-Cola,Retail,16964,1.13,19137.14,12214.08,6923.06,0.6,0.08,0.04,0.1,,,,,
T00474,04-01-2023,Lower Franconia,Erlangen,Coca-Cola,Supermarket,8258,0.81,6705.46,5945.76,759.7,0.6,0.08,0.04,0.1,,,,,
T00475,04-01-2023,Lower Franconia,Erlangen,Coca-Cola,Club/Bar,8956,0.88,7867.31,6448.32,1418.99,0.6,0.08,0.04,0.1,,,,,
T00476,04-01-2023,Lower Franconia,Erlangen,Coca-Cola,Online,14228,1.13,16012.99,10244.16,5768.83,0.6,0.08,0.04,0.1,,,,,
T00477,04-01-2023,Lower Franconia,Erlangen,Pepsi,Retail,16904,0.97,16459.71,11156.64,5303.07,0.55,0.07,0.04,0.09,WH-015,16746,20151,22408,14489
T00478,04-01-2023,Lower Franconia,Erlangen,Pepsi,Supermarket,15591,1.01,15734.05,10290.06,5443.99,0.55,0.07,0.04,0.09,WH-015,16746,20151,22408,14489
T00479,04-01-2023,Lower Franconia,Erlangen,Pepsi,Club/Bar,8088,0.95,7651.34,5338.08,2313.26,0.55,0.07,0.04,0.09,WH-015,16746,20151,22408,14489
T00480,04-01-2023,Lower Franconia,Erlangen,Pepsi,Online,9342,1.18,11007.35,6165.72,4841.63,0.55,0.07,0.04,0.09,WH-015,16746,20151,22408,14489
T00481,04-01-2023,Upper Palatinate,Bayreuth,Club-Mate,Retail,6040,1.35,8142.19,6342,1800.19,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00482,04-01-2023,Upper Palatinate,Bayreuth,Club-Mate,Supermarket,2481,1.49,3696.86,2605.05,1091.81,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00483,04-01-2023,Upper Palatinate,Bayreuth,Club-Mate,Club/Bar,4146,1.22,5042.74,4353.3,689.44,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00484,04-01-2023,Upper Palatinate,Bayreuth,Club-Mate,Online,2712,1.38,3753.9,2847.6,906.3,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00485,04-01-2023,Upper Palatinate,Bayreuth,Coca-Cola,Retail,19823,1,19863.7,14272.56,5591.14,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00486,04-01-2023,Upper Palatinate,Bayreuth,Coca-Cola,Supermarket,9527,1.16,11092.82,6859.44,4233.38,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00487,04-01-2023,Upper Palatinate,Bayreuth,Coca-Cola,Club/Bar,17871,1.12,19946.49,12867.12,7079.37,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00488,04-01-2023,Upper Palatinate,Bayreuth,Coca-Cola,Online,17898,0.84,14947.67,12886.56,2061.11,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00489,04-01-2023,Upper Palatinate,Bayreuth,Pepsi,Retail,10215,0.8,8191.78,6741.9,1449.88,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00490,04-01-2023,Upper Palatinate,Bayreuth,Pepsi,Supermarket,18398,1.01,18525.56,12142.68,6382.88,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00491,04-01-2023,Upper Palatinate,Bayreuth,Pepsi,Club/Bar,13429,1.12,15001.09,8863.14,6137.95,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00492,04-01-2023,Upper Palatinate,Bayreuth,Pepsi,Online,8666,0.81,7041.69,5719.56,1322.13,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00493,04-01-2023,Lower Bavaria,Bamberg,Club-Mate,Retail,3501,1.47,5161.37,3676.05,1485.32,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00494,04-01-2023,Lower Bavaria,Bamberg,Club-Mate,Supermarket,6457,1.4,9032.51,6779.85,2252.66,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00495,04-01-2023,Lower Bavaria,Bamberg,Club-Mate,Club/Bar,6809,1.48,10101.85,7149.45,2952.4,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00496,04-01-2023,Lower Bavaria,Bamberg,Club-Mate,Online,6098,1.38,8430.19,6402.9,2027.29,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00497,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Retail,19765,1.14,22600.92,14230.8,8370.12,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00497,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Retail,19765,1.14,22600.92,14230.8,8370.12,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00498,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Supermarket,8959,1.15,10322.89,6450.48,3872.41,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00498,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Supermarket,8959,1.15,10322.89,6450.48,3872.41,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00499,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Club/Bar,16291,1.02,16555.45,11729.52,4825.93,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00499,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Club/Bar,16291,1.02,16555.45,11729.52,4825.93,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00500,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Online,17511,0.93,16211.24,12607.92,3603.32,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00500,04-01-2023,Lower Bavaria,Bamberg,Coca-Cola,Online,17511,0.93,16211.24,12607.92,3603.32,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00501,04-01-2023,Lower Bavaria,Bamberg,Pepsi,Retail,18681,1,18725.19,12329.46,6395.73,0.55,0.07,0.04,0.09,,,,,
T00502,04-01-2023,Lower Bavaria,Bamberg,Pepsi,Supermarket,16808,1.15,19249.83,11093.28,8156.55,0.55,0.07,0.04,0.09,,,,,
T00503,04-01-2023,Lower Bavaria,Bamberg,Pepsi,Club/Bar,18724,1.05,19733.88,12357.84,7376.04,0.55,0.07,0.04,0.09,,,,,
T00504,04-01-2023,Lower Bavaria,Bamberg,Pepsi,Online,19279,1.2,23098.03,12724.14,10373.89,0.55,0.07,0.04,0.09,,,,,
