Transaction_ID,Date,Region,City,Product,Channel,Units_Sold,Unit_Price ,Revenue ,Cost_per_Unit ,Total_Cost ,Profit
T00599,01-05-2023,Upper Palatinate,Ingolstadt,Pepsi,Club/Bar,16890,1.16,19652.09,0.61,10280.78,9371.31
T00600,01-05-2023,Upper Palatinate,Ingolstadt,Pepsi,Online,15281,1,15326.11,0.64,9775.11,5551
T00601,01-05-2023,Lower Franconia,Erlangen,Club-Mate,Retail,3306,1.33,4404.79,1,3299.54,1105.25
T00602,01-05-2023,Lower Franconia,Erlangen,Club-Mate,Supermarket,6488,1.43,9269.88,0.84,5472.85,3797.03
T00603,01-05-2023,Lower Franconia,Erlangen,Club-Mate,Club/Bar,2978,1.5,4460.26,0.97,2886.65,1573.61
T00604,01-05-2023,Lower Franconia,Erlangen,Club-Mate,Online,2797,1.27,3541.19,0.89,2493.61,1047.58
T00605,01-05-2023,Lower Franconia,Erlangen,Coca-Cola,Retail,18666,0.98,18230.88,0.69,12934.08,5296.8
T00606,01-05-2023,Lower Franconia,Erlangen,Coca-Cola,Supermarket,8500,1,8462.65,0.67,5705.6,2757.05
T00607,01-05-2023,Lower Franconia,Erlangen,Coca-Cola,Club/Bar,13035,1.08,14097.32,0.7,9099.71,4997.61
T00608,01-05-2023,Lower Franconia,Erlangen,Coca-Cola,Online,12881,1.07,13756.81,0.67,8677.24,5079.58
T00609,01-05-2023,Lower Franconia,Erlangen,Pepsi,Retail,13696,1.16,15878.49,0.59,8096.97,7781.51
T00610,01-05-2023,Lower Franconia,Erlangen,Pepsi,Supermarket,16117,0.85,13705.88,0.54,8650.97,5054.91
T00611,01-05-2023,Lower Franconia,Erlangen,Pepsi,Club/Bar,8455,0.95,8032.65,0.51,4287.71,3744.95
T00612,01-05-2023,Lower Franconia,Erlangen,Pepsi,Online,9865,1.17,11521.35,0.63,6175.67,5345.67
T00613,01-05-2023,Upper Palatinate,Bayreuth,Club-Mate,Retail,5533,1.33,7360.84,0.91,5054.41,2306.43
T00614,01-05-2023,Upper Palatinate,Bayreuth,Club-Mate,Supermarket,2853,1.44,4106.16,0.95,2696.28,1409.89
T00615,01-05-2023,Upper Palatinate,Bayreuth,Club-Mate,Club/Bar,3140,1.36,4265.1,0.95,2988.63,1276.47
T00616,01-05-2023,Upper Palatinate,Bayreuth,Club-Mate,Online,2155,1.33,2864.66,0.9,1939.17,925.49
T00617,01-05-2023,Upper Palatinate,Bayreuth,Coca-Cola,Retail,16753,0.97,16200.53,0.54,9109.19,7091.34
T00618,01-05-2023,Upper Palatinate,Bayreuth,Coca-Cola,Supermarket,13711,0.89,12187.12,0.51,6962.07,5225.05
T00619,01-05-2023,Upper Palatinate,Bayreuth,Coca-Cola,Club/Bar,17041,0.85,14503.92,0.55,9360.25,5143.68
T00620,01-05-2023,Upper Palatinate,Bayreuth,Coca-Cola,Online,15066,0.98,14760.56,0.65,9823.25,4937.3
T00621,01-05-2023,Upper Palatinate,Bayreuth,Pepsi,Retail,13256,1.14,15176.07,0.52,6931.32,8244.75
T00622,01-05-2023,Upper Palatinate,Bayreuth,Pepsi,Supermarket,16830,1.06,17819.72,0.53,8877.31,8942.41
T00623,01-05-2023,Upper Palatinate,Bayreuth,Pepsi,Club/Bar,17141,0.95,16232.26,0.64,10997.27,5234.99
T00624,01-05-2023,Upper Palatinate,Bayreuth,Pepsi,Online,9243,1.1,10150.49,0.56,5199.65,4950.84
T00625,01-05-2023,Upper Franconia,Bamberg,Club-Mate,Retail,4107,1.44,5897.04,0.87,3583.17,2313.87
T00626,01-05-2023,Upper Franconia,Bamberg,Club-Mate,Supermarket,5576,1.43,7985.69,1,5558.35,2427.34
T00627,01-05-2023,Upper Franconia,Bamberg,Club-Mate,Club/Bar,3495,1.35,4727.39,0.93,3266.25,1461.15
T00628,01-05-2023,Upper Franconia,Bamberg,Club-Mate,Online,4668,1.45,6773.15,0.95,4442.26,2330.89
T00629,01-05-2023,Upper Franconia,Bamberg,Coca-Cola,Retail,16679,1.15,19188.85,0.51,8433.85,10755
T00630,01-05-2023,Upper Franconia,Bamberg,Coca-Cola,Supermarket,10484,0.91,9552.9,0.67,7007.27,2545.62
T00631,01-05-2023,Upper Franconia,Bamberg,Coca-Cola,Club/Bar,8596,0.82,7029.49,0.51,4385.37,2644.13
T00632,01-05-2023,Upper Franconia,Bamberg,Coca-Cola,Online,8118,0.9,7318.17,0.59,4775.37,2542.8
T00633,01-05-2023,Upper Franconia,Bamberg,Pepsi,Retail,16521,1.09,18038.88,0.66,10865.68,7173.19
T00634,01-05-2023,Upper Franconia,Bamberg,Pepsi,Supermarket,19539,1.1,21566.08,0.53,10358.58,11207.49
T00635,01-05-2023,Upper Franconia,Bamberg,Pepsi,Club/Bar,14397,1.15,16534.04,0.66,9493.44,7040.6
T00636,01-05-2023,Upper Franconia,Bamberg,Pepsi,Online,16137,0.91,14697.63,0.61,9845.35,4852.28
T00637,01-05-2023,Swabia,Passau,Club-Mate,Retail,5320,1.49,7901.26,0.81,4310.07,3591.19
T00638,01-05-2023,Swabia,Passau,Club-Mate,Supermarket,4892,1.31,6416.11,0.98,4790.82,1625.29
T00639,01-05-2023,Swabia,Passau,Club-Mate,Club/Bar,2741,1.5,4105.25,0.82,2254.61,1850.64
T00640,01-05-2023,Swabia,Passau,Club-Mate,Online,2903,1.33,3848.64,0.93,2705.37,1143.27
T00641,01-05-2023,Swabia,Passau,Coca-Cola,Retail,15822,0.86,13555.95,0.56,8853.62,4702.34
T00642,01-05-2023,Swabia,Passau,Coca-Cola,Supermarket,14946,1.05,15754.4,0.52,7795.92,7958.48
T00643,01-05-2023,Swabia,Passau,Coca-Cola,Club/Bar,16834,0.89,15004.62,0.64,10690.44,4314.17
T00644,01-05-2023,Swabia,Passau,Coca-Cola,Online,11973,0.89,10631.72,0.68,8165.45,2466.27
T00645,01-05-2023,Swabia,Passau,Pepsi,Retail,18184,1.1,19937.23,0.64,11592.75,8344.48
T00646,01-05-2023,Swabia,Passau,Pepsi,Supermarket,10813,1,10828.89,0.62,6745.32,4083.56
T00647,01-05-2023,Swabia,Passau,Pepsi,Club/Bar,15117,1.18,17900.04,0.69,10409.26,7490.77
T00648,01-05-2023,Swabia,Passau,Pepsi,Online,16948,0.82,13845.62,0.61,10399.98,3445.65
T00649,01-05-2023,Franconia,Rosenheim,Club-Mate,Retail,3970,1.29,5107.83,0.84,3354.4,1753.43
T00650,01-05-2023,Franconia,Rosenheim,Club-Mate,Supermarket,5229,1.46,7632.34,0.84,4406.97,3225.37
T00651,01-05-2023,Franconia,Rosenheim,Club-Mate,Club/Bar,4605,1.31,6040.68,0.89,4081.78,1958.91
T00652,01-05-2023,Franconia,Rosenheim,Club-Mate,Online,2293,1.46,3350.5,0.81,1863.31,1487.19
T00653,01-05-2023,Franconia,Rosenheim,Coca-Cola,Retail,11945,1.02,12156.81,0.68,8132.04,4024.77
T00654,01-05-2023,Franconia,Rosenheim,Coca-Cola,Supermarket,15747,0.9,14170.4,0.63,9886.9,4283.51
T00655,01-05-2023,Franconia,Rosenheim,Coca-Cola,Club/Bar,10002,1.01,10066.07,0.61,6102.22,3963.84
T00656,01-05-2023,Franconia,Rosenheim,Coca-Cola,Online,17094,0.92,15734.77,0.52,8892.29,6842.48
T00657,01-05-2023,Franconia,Rosenheim,Pepsi,Retail,10141,0.91,9182.51,0.66,6663.38,2519.12
T00658,01-05-2023,Franconia,Rosenheim,Pepsi,Supermarket,11521,1.01,11584.72,0.51,5818.17,5766.55
T00659,01-05-2023,Franconia,Rosenheim,Pepsi,Club/Bar,8196,1.14,9355.05,0.56,4630.19,4724.86
T00660,01-05-2023,Franconia,Rosenheim,Pepsi,Online,12380,1,12437.04,0.6,7428.12,5008.91
T00661,01-06-2023,Franconia,Munich,Club-Mate,Retail,3873,1.44,5578.29,0.84,3245.87,2332.42
T00662,01-06-2023,Franconia,Munich,Club-Mate,Supermarket,4668,1.24,5791.17,0.92,4285.25,1505.92
T00663,01-06-2023,Franconia,Munich,Club-Mate,Club/Bar,6971,1.28,8934.18,0.93,6480.72,2453.46
T00664,01-06-2023,Franconia,Munich,Club-Mate,Online,5105,1.48,7578.05,0.98,4989.41,2588.65
T00665,01-06-2023,Franconia,Munich,Coca-Cola,Retail,15852,1.05,16641.06,0.7,11036.68,5604.38
T00666,01-06-2023,Franconia,Munich,Coca-Cola,Supermarket,11238,0.87,9804.37,0.56,6327.44,3476.93
T00667,01-06-2023,Franconia,Munich,Coca-Cola,Club/Bar,17058,0.98,16632.08,0.66,11271.98,5360.1
T00668,01-06-2023,Franconia,Munich,Coca-Cola,Online,12502,0.88,10959.04,0.59,7329.29,3629.75
T00669,01-06-2023,Franconia,Munich,Pepsi,Retail,8980,1.13,10128.21,0.56,5061.81,5066.4
T00670,01-06-2023,Franconia,Munich,Pepsi,Supermarket,8293,1.02,8460.37,0.62,5171.05,3289.32
T00671,01-06-2023,Franconia,Munich,Pepsi,Club/Bar,18181,0.91,16547.99,0.67,12090.64,4457.35
T00672,01-06-2023,Franconia,Munich,Pepsi,Online,10373,1.06,10955.11,0.57,5960.07,4995.03
T00673,01-06-2023,Swabia,Nuremberg,Club-Mate,Retail,3739,1.49,5576.03,0.88,3274.74,2301.29
T00674,01-06-2023,Swabia,Nuremberg,Club-Mate,Supermarket,2857,1.23,3513.81,0.95,2713.47,800.34
T00675,01-06-2023,Swabia,Nuremberg,Club-Mate,Club/Bar,4065,1.29,5237.46,0.94,3801.65,1435.81
T00676,01-06-2023,Swabia,Nuremberg,Club-Mate,Online,3498,1.34,4701.9,0.92,3229.28,1472.62
T00677,01-06-2023,Swabia,Nuremberg,Coca-Cola,Retail,8772,0.84,7386.45,0.56,4923.06,2463.39
T00678,01-06-2023,Swabia,Nuremberg,Coca-Cola,Supermarket,8400,1.12,9398.74,0.62,5228.28,4170.46
T00679,01-06-2023,Swabia,Nuremberg,Coca-Cola,Club/Bar,11871,1.17,13846.35,0.68,8102.09,5744.26
T00680,01-06-2023,Swabia,Nuremberg,Coca-Cola,Online,10106,1.02,10351.98,0.67,6725.2,3626.78
T00681,01-06-2023,Swabia,Nuremberg,Pepsi,Retail,12721,0.84,10659.76,0.51,6514.75,4145.01
T00682,01-06-2023,Swabia,Nuremberg,Pepsi,Supermarket,10953,1.04,11387.15,0.52,5742.04,5645.11
T00683,01-06-2023,Swabia,Nuremberg,Pepsi,Club/Bar,11242,0.88,9894.15,0.55,6227.07,3667.08
T00684,01-06-2023,Swabia,Nuremberg,Pepsi,Online,15092,1.15,17414,0.54,8151.34,9262.66
T00685,01-06-2023,Upper Franconia,Augsburg,Club-Mate,Retail,4671,1.3,6055.4,0.84,3935.54,2119.85
T00686,01-06-2023,Upper Franconia,Augsburg,Club-Mate,Supermarket,5899,1.33,7860.62,0.85,5042,2818.62
T00687,01-06-2023,Upper Franconia,Augsburg,Club-Mate,Club/Bar,4627,1.44,6660.9,0.95,4390.16,2270.73
T00688,01-06-2023,Upper Franconia,Augsburg,Club-Mate,Online,4417,1.24,5495.79,0.84,3707.24,1788.55
T00689,01-06-2023,Upper Franconia,Augsburg,Coca-Cola,Retail,8572,0.97,8318,0.51,4333.71,3984.29
T00690,01-06-2023,Upper Franconia,Augsburg,Coca-Cola,Supermarket,11629,0.83,9601.65,0.66,7717.52,1884.13
T00691,01-06-2023,Upper Franconia,Augsburg,Coca-Cola,Club/Bar,8583,1.05,8979.19,0.68,5806.32,3172.87
T00692,01-06-2023,Upper Franconia,Augsburg,Coca-Cola,Online,8321,1.14,9511.51,0.63,5217.21,4294.3
T00693,01-06-2023,Upper Franconia,Augsburg,Pepsi,Retail,10554,1.03,10870.25,0.6,6310.93,4559.32
T00694,01-06-2023,Upper Franconia,Augsburg,Pepsi,Supermarket,16703,0.8,13408.18,0.64,10665.23,2742.96
T00695,01-06-2023,Upper Franconia,Augsburg,Pepsi,Club/Bar,19541,0.9,17671.76,0.59,11603.15,6068.61
T00696,01-06-2023,Upper Franconia,Augsburg,Pepsi,Online,17351,0.83,14319.54,0.68,11855.73,2463.81
T00697,01-06-2023,Upper Franconia,Regensburg,Club-Mate,Retail,2997,1.33,3994.88,0.93,2774.98,1219.91
T00698,01-06-2023,Upper Franconia,Regensburg,Club-Mate,Supermarket,4554,1.49,6773.58,0.95,4311.53,2462.05
T00699,01-06-2023,Upper Franconia,Regensburg,Club-Mate,Club/Bar,4341,1.49,6462.72,0.84,3646.99,2815.73
T00700,01-06-2023,Upper Franconia,Regensburg,Club-Mate,Online,4715,1.34,6326.14,0.84,3938.07,2388.07
T00701,01-06-2023,Upper Franconia,Regensburg,Coca-Cola,Retail,16997,1.18,20045.2,0.59,10059.51,9985.69
T00702,01-06-2023,Upper Franconia,Regensburg,Coca-Cola,Supermarket,13959,1.04,14572.9,0.67,9418.13,5154.77
T00703,01-06-2023,Upper Franconia,Regensburg,Coca-Cola,Club/Bar,12501,1.02,12786.36,0.57,7130.9,5655.46
T00704,01-06-2023,Upper Franconia,Regensburg,Coca-Cola,Online,15648,0.96,15087.46,0.52,8067.86,7019.61
T00705,01-06-2023,Upper Franconia,Regensburg,Pepsi,Retail,10960,1.09,11958.24,0.64,7047.23,4911
T00706,01-06-2023,Upper Franconia,Regensburg,Pepsi,Supermarket,14239,0.98,14024.77,0.62,8761.94,5262.84
T00707,01-06-2023,Upper Franconia,Regensburg,Pepsi,Club/Bar,8427,1.15,9661.62,0.58,4908.35,4753.28
T00708,01-06-2023,Upper Franconia,Regensburg,Pepsi,Online,12002,1.1,13147.59,0.65,7751.25,5396.34
T00709,01-06-2023,Lower Franconia,Würzburg,Club-Mate,Retail,5695,1.23,7028.59,0.93,5284.22,1744.37
T00710,01-06-2023,Lower Franconia,Würzburg,Club-Mate,Supermarket,6624,1.26,8313.96,0.88,5830.72,2483.24
T00711,01-06-2023,Lower Franconia,Würzburg,Club-Mate,Club/Bar,6748,1.26,8513.43,0.93,6298.37,2215.06
T00712,01-06-2023,Lower Franconia,Würzburg,Club-Mate,Online,2675,1.35,3602.1,0.84,2257.72,1344.38
T00713,01-06-2023,Lower Franconia,Würzburg,Coca-Cola,Retail,14087,0.88,12333.85,0.66,9275.12,3058.72
T00714,01-06-2023,Lower Franconia,Würzburg,Coca-Cola,Supermarket,16249,0.96,15542.52,0.56,9064.05,6478.47
T00715,01-06-2023,Lower Franconia,Würzburg,Coca-Cola,Club/Bar,16369,0.95,15493.63,0.65,10657.88,4835.75
T00716,01-06-2023,Lower Franconia,Würzburg,Coca-Cola,Online,19714,1.01,19993.63,0.65,12862.08,7131.55
T00717,01-06-2023,Lower Franconia,Würzburg,Pepsi,Retail,18270,1.09,19917.26,0.62,11306.04,8611.22
T00718,01-06-2023,Lower Franconia,Würzburg,Pepsi,Supermarket,10821,0.96,10337.78,0.59,6335.56,4002.22
T00719,01-06-2023,Lower Franconia,Würzburg,Pepsi,Club/Bar,12245,0.99,12080.89,0.69,8451.5,3629.39
T00720,01-06-2023,Lower Franconia,Würzburg,Pepsi,Online,13435,1.07,14368.28,0.63,8397,5971.28
T00721,01-06-2023,Franconia,Ingolstadt,Club-Mate,Retail,6996,1.45,10165.84,0.81,5656.68,4509.15
T00722,01-06-2023,Franconia,Ingolstadt,Club-Mate,Supermarket,6677,1.2,8021.05,0.95,6344.15,1676.9
T00723,01-06-2023,Franconia,Ingolstadt,Club-Mate,Club/Bar,5925,1.35,7986.56,0.94,5582.63,2403.93
T00724,01-06-2023,Franconia,Ingolstadt,Club-Mate,Online,4737,1.2,5687.68,0.98,4644.38,1043.3
T00725,01-06-2023,Franconia,Ingolstadt,Coca-Cola,Retail,19769,1.09,21524.45,0.69,13735.86,7788.6
T00726,01-06-2023,Franconia,Ingolstadt,Coca-Cola,Supermarket,13592,0.96,13016.36,0.62,8453.7,4562.66
T00727,01-06-2023,Franconia,Ingolstadt,Coca-Cola,Club/Bar,11432,0.96,11027.61,0.64,7338.82,3688.8
T00728,01-06-2023,Franconia,Ingolstadt,Coca-Cola,Online,13464,1.18,15871.83,0.63,8529.91,7341.92
T00729,01-06-2023,Franconia,Ingolstadt,Pepsi,Retail,14884,0.92,13704.78,0.53,7940.27,5764.51
T00730,01-06-2023,Franconia,Ingolstadt,Pepsi,Supermarket,15685,0.99,15554.81,0.55,8588.73,6966.07
T00731,01-06-2023,Franconia,Ingolstadt,Pepsi,Club/Bar,18403,0.99,18210.89,0.52,9494.86,8716.03
T00732,01-06-2023,Franconia,Ingolstadt,Pepsi,Online,19689,0.85,16784.05,0.5,9923.09,6860.97
T00733,01-06-2023,Upper Bavaria,Erlangen,Club-Mate,Retail,6682,1.29,8639.75,0.98,6532.3,2107.45
T00734,01-06-2023,Upper Bavaria,Erlangen,Club-Mate,Supermarket,4577,1.25,5712.54,0.8,3668.98,2043.57
T00735,01-06-2023,Upper Bavaria,Erlangen,Club-Mate,Club/Bar,4004,1.47,5894.04,0.83,3317.01,2577.03
T00736,01-06-2023,Upper Bavaria,Erlangen,Club-Mate,Online,6332,1.38,8744.52,0.84,5328.35,3416.17
T00737,01-06-2023,Upper Bavaria,Erlangen,Coca-Cola,Retail,14688,1.17,17164.49,0.6,8834.23,8330.26
T00738,01-06-2023,Upper Bavaria,Erlangen,Coca-Cola,Supermarket,8475,1.06,8993.8,0.63,5311.34,3682.46
T00739,01-06-2023,Upper Bavaria,Erlangen,Coca-Cola,Club/Bar,10670,0.82,8717.01,0.67,7113.99,1603.02
T00740,01-06-2023,Upper Bavaria,Erlangen,Coca-Cola,Online,12699,1.12,14174.63,0.57,7185.54,6989.1
T00741,01-06-2023,Upper Bavaria,Erlangen,Pepsi,Retail,16114,1.14,18369.66,0.61,9868.81,8500.85
T00742,01-06-2023,Upper Bavaria,Erlangen,Pepsi,Supermarket,14084,1.01,14210.35,0.67,9421.05,4789.29
T00743,01-06-2023,Upper Bavaria,Erlangen,Pepsi,Club/Bar,10648,0.99,10503.15,0.57,6114.38,4388.77
T00744,01-06-2023,Upper Bavaria,Erlangen,Pepsi,Online,19519,1.15,22544.27,0.67,13087.03,9457.24
T00745,01-06-2023,Lower Franconia,Bayreuth,Club-Mate,Retail,6001,1.2,7206.54,0.89,5321.48,1885.06
T00746,01-06-2023,Lower Franconia,Bayreuth,Club-Mate,Supermarket,2046,1.37,2803.12,0.83,1690.81,1112.31
T00747,01-06-2023,Lower Franconia,Bayreuth,Club-Mate,Club/Bar,5839,1.26,7377.43,0.86,5015.36,2362.07
T00748,01-06-2023,Lower Franconia,Bayreuth,Club-Mate,Online,3031,1.44,4355.02,0.91,2751.95,1603.07
T00749,01-06-2023,Lower Franconia,Bayreuth,Coca-Cola,Retail,8923,1.07,9509.56,0.54,4822.21,4687.35
T00750,01-06-2023,Lower Franconia,Bayreuth,Coca-Cola,Supermarket,17710,1.05,18555.81,0.66,11742.08,6813.73
T00751,01-06-2023,Lower Franconia,Bayreuth,Coca-Cola,Club/Bar,12472,1.17,14553.88,0.66,8184.12,6369.75
T00752,01-06-2023,Lower Franconia,Bayreuth,Coca-Cola,Online,11119,1.18,13097.56,0.69,7721.12,5376.44
T00753,01-06-2023,Lower Franconia,Bayreuth,Pepsi,Retail,14960,1.15,17261.32,0.53,7865.1,9396.22
T00754,01-06-2023,Lower Franconia,Bayreuth,Pepsi,Supermarket,16235,0.9,14583.42,0.61,9894.6,4688.82
T00755,01-06-2023,Lower Franconia,Bayreuth,Pepsi,Club/Bar,9517,1.18,11245.89,0.59,5625.98,5619.92
T00756,01-06-2023,Lower Franconia,Bayreuth,Pepsi,Online,15848,1.04,16537.43,0.64,10141.32,6396.11
T00757,01-06-2023,Franconia,Bamberg,Club-Mate,Retail,2887,1.39,4008.79,1,2882.98,1125.81
T00758,01-06-2023,Franconia,Bamberg,Club-Mate,Supermarket,2771,1.4,3867.93,0.8,2221.27,1646.65
T00759,01-06-2023,Franconia,Bamberg,Club-Mate,Club/Bar,5043,1.3,6538.34,0.83,4181.83,2356.51
T00760,01-06-2023,Franconia,Bamberg,Club-Mate,Online,6257,1.35,8445.27,0.9,5655.09,2790.18
T00761,01-06-2023,Franconia,Bamberg,Coca-Cola,Retail,10976,0.89,9738.56,0.65,7096.37,2642.19
T00762,01-06-2023,Franconia,Bamberg,Coca-Cola,Supermarket,11371,1.09,12375.36,0.51,5783.88,6591.49
T00763,01-06-2023,Franconia,Bamberg,Coca-Cola,Club/Bar,16649,0.85,14139.61,0.53,8861.07,5278.53
T00764,01-06-2023,Franconia,Bamberg,Coca-Cola,Online,13153,1.19,15595.59,0.68,9005.74,6589.85
T00765,01-06-2023,Franconia,Bamberg,Pepsi,Retail,13058,1.07,13923.88,0.58,7604.06,6319.82
T00766,01-06-2023,Franconia,Bamberg,Pepsi,Supermarket,16201,0.88,14336.84,0.58,9395.2,4941.64
T00767,01-06-2023,Franconia,Bamberg,Pepsi,Club/Bar,19502,0.95,18540.78,0.56,10831.36,7709.41
T00768,01-06-2023,Franconia,Bamberg,Pepsi,Online,11580,0.85,9797.62,0.67,7781.44,2016.18
T00769,01-06-2023,Franconia,Passau,Club-Mate,Retail,2834,1.32,3751.48,0.89,2509.42,1242.06
T00770,01-06-2023,Franconia,Passau,Club-Mate,Supermarket,4056,1.22,4956.25,0.84,3388.87,1567.38
T00771,01-06-2023,Franconia,Passau,Club-Mate,Club/Bar,3509,1.28,4491.24,0.82,2883.55,1607.7
T00772,01-06-2023,Franconia,Passau,Club-Mate,Online,3427,1.48,5060.28,0.82,2795.36,2264.92
T00773,01-06-2023,Franconia,Passau,Coca-Cola,Retail,15335,1.17,17903.37,0.6,9135.91,8767.46
T00774,01-06-2023,Franconia,Passau,Coca-Cola,Supermarket,18080,0.86,15571.19,0.64,11520.39,4050.79
T00775,01-06-2023,Franconia,Passau,Coca-Cola,Club/Bar,11727,0.89,10436.2,0.69,8075.91,2360.29
T00776,01-06-2023,Franconia,Passau,Coca-Cola,Online,19450,0.86,16706.69,0.58,11228.46,5478.23
T00777,01-06-2023,Franconia,Passau,Pepsi,Retail,9601,0.97,9283.91,0.51,4868.41,4415.5
T00778,01-06-2023,Franconia,Passau,Pepsi,Supermarket,11315,0.85,9661.9,0.58,6598.75,3063.14
T00779,01-06-2023,Franconia,Passau,Pepsi,Club/Bar,9750,0.82,8043.41,0.6,5847.25,2196.17
T00780,01-06-2023,Franconia,Passau,Pepsi,Online,19417,0.97,18927.62,0.54,10390.34,8537.28
T00781,01-06-2023,Upper Franconia,Rosenheim,Club-Mate,Retail,4562,1.33,6079.37,0.94,4268.54,1810.83
T00782,01-06-2023,Upper Franconia,Rosenheim,Club-Mate,Supermarket,4840,1.27,6131.63,0.85,4107.55,2024.08
T00783,01-06-2023,Upper Franconia,Rosenheim,Club-Mate,Club/Bar,6133,1.2,7366.17,0.85,5230.16,2136.01
T00784,01-06-2023,Upper Franconia,Rosenheim,Club-Mate,Online,4601,1.22,5633.7,0.81,3745.88,1887.83
T00785,01-06-2023,Upper Franconia,Rosenheim,Coca-Cola,Retail,13735,0.89,12196.19,0.66,9033.34,3162.84
T00786,01-06-2023,Upper Franconia,Rosenheim,Coca-Cola,Supermarket,18842,1.17,21955.59,0.61,11567.23,10388.37
T00787,01-06-2023,Upper Franconia,Rosenheim,Coca-Cola,Club/Bar,17589,0.91,15922.73,0.58,10131.37,5791.36
T00788,01-06-2023,Upper Franconia,Rosenheim,Coca-Cola,Online,10680,0.97,10406.5,0.68,7293,3113.51
T00789,01-06-2023,Upper Franconia,Rosenheim,Pepsi,Retail,10860,0.84,9094.35,0.56,6081.84,3012.5
T00790,01-06-2023,Upper Franconia,Rosenheim,Pepsi,Supermarket,10616,0.83,8843.5,0.59,6252.55,2590.95
T00791,01-06-2023,Upper Franconia,Rosenheim,Pepsi,Club/Bar,12268,1.04,12752.12,0.58,7076.95,5675.17
T00792,01-06-2023,Upper Franconia,Rosenheim,Pepsi,Online,8515,1.04,8818.39,0.55,4710.09,4108.29
T00793,01-07-2023,Upper Franconia,Munich,Club-Mate,Retail,2269,1.31,2977.55,0.98,2216.81,760.73
T00794,01-07-2023,Upper Franconia,Munich,Club-Mate,Supermarket,6347,1.49,9467.16,0.9,5694.66,3772.5
T00795,01-07-2023,Upper Franconia,Munich,Club-Mate,Club/Bar,5936,1.22,7238.54,0.9,5352.41,1886.12
T00796,01-07-2023,Upper Franconia,Munich,Club-Mate,Online,4380,1.42,6219.88,0.9,3933.91,2285.97
T00797,01-07-2023,Upper Franconia,Munich,Coca-Cola,Retail,10290,0.96,9848.94,0.68,7045.17,2803.77
T00798,01-07-2023,Upper Franconia,Munich,Coca-Cola,Supermarket,19966,1.02,20361.09,0.56,11162.5,9198.6
T00799,01-07-2023,Upper Franconia,Munich,Coca-Cola,Club/Bar,14703,0.91,13340.66,0.67,9832.36,3508.3
T00800,01-07-2023,Upper Franconia,Munich,Coca-Cola,Online,16023,0.94,14990.84,0.56,8929.91,6060.93
T00801,01-07-2023,Upper Franconia,Munich,Pepsi,Retail,11759,1,11758.54,0.59,6961.22,4797.31
T00802,01-07-2023,Upper Franconia,Munich,Pepsi,Supermarket,8428,0.89,7503.97,0.58,4854.14,2649.83
T00803,01-07-2023,Upper Franconia,Munich,Pepsi,Club/Bar,9997,1.13,11337.94,0.52,5238.47,6099.47
T00804,01-07-2023,Upper Franconia,Munich,Pepsi,Online,19646,0.98,19263.71,0.6,11832.41,7431.31
T00805,01-07-2023,Franconia,Nuremberg,Club-Mate,Retail,2582,1.4,3609.99,0.98,2521.61,1088.37
T00806,01-07-2023,Franconia,Nuremberg,Club-Mate,Supermarket,2726,1.35,3687.74,0.84,2298.33,1389.41
T00807,01-07-2023,Franconia,Nuremberg,Club-Mate,Club/Bar,3288,1.32,4355.97,0.87,2870.89,1485.07
T00808,01-07-2023,Franconia,Nuremberg,Club-Mate,Online,6717,1.39,9338.5,0.88,5934.26,3404.25
T00809,01-07-2023,Franconia,Nuremberg,Coca-Cola,Retail,13126,1.05,13775.28,0.66,8675.33,5099.95
T00810,01-07-2023,Franconia,Nuremberg,Coca-Cola,Supermarket,16145,1.03,16594.32,0.61,9769.52,6824.8
T00811,01-07-2023,Franconia,Nuremberg,Coca-Cola,Club/Bar,9882,1.18,11704.33,0.55,5468.1,6236.23
T00812,01-07-2023,Franconia,Nuremberg,Coca-Cola,Online,19047,1.2,22787.68,0.51,9624.07,13163.62
T00813,01-07-2023,Franconia,Nuremberg,Pepsi,Retail,15475,1.04,16145.94,0.69,10720.47,5425.47
T00814,01-07-2023,Franconia,Nuremberg,Pepsi,Supermarket,9840,1.18,11618.01,0.55,5378.18,6239.83
T00815,01-07-2023,Franconia,Nuremberg,Pepsi,Club/Bar,17169,1.16,19868.38,0.65,11083.3,8785.08
T00816,01-07-2023,Franconia,Nuremberg,Pepsi,Online,9296,0.86,7977.13,0.69,6392.55,1584.58
T00817,01-07-2023,Upper Franconia,Augsburg,Club-Mate,Retail,3984,1.32,5256.99,0.88,3490.52,1766.47
T00818,01-07-2023,Upper Franconia,Augsburg,Club-Mate,Supermarket,3130,1.3,4064.03,0.87,2718.98,1345.05
T00819,01-07-2023,Upper Franconia,Augsburg,Club-Mate,Club/Bar,5819,1.43,8346.18,0.83,4850.84,3495.34
T00820,01-07-2023,Upper Franconia,Augsburg,Club-Mate,Online,6565,1.37,8996.84,0.96,6287.85,2708.99
T00821,01-07-2023,Upper Franconia,Augsburg,Coca-Cola,Retail,18614,0.94,17586.41,0.57,10545.11,7041.3
T00822,01-07-2023,Upper Franconia,Augsburg,Coca-Cola,Supermarket,8962,1.19,10662.33,0.67,6045.55,4616.78
T00823,01-07-2023,Upper Franconia,Augsburg,Coca-Cola,Club/Bar,14682,0.85,12418.48,0.59,8727.1,3691.38
